"","psraid","sample","state","cregion","usr","intuse","pialql1","smart3","pial1a","pial1b","pial1c","pial1d","pial1e","pial1f","pial1g","pial1h","pial1i","pial1j","pial1k","pial2","pial3a","pial3b","pial3c","pial3d","pial3e","pial3f","pial3g","pial3h","pial3i","pial4","pial5","pial6a","pial6b","pial6c","pial7a","pial7b","pial7c","pial7d","pial7e","pial7f","pial7g","pial7h","pial7i","pial7j","pial7k","pial8a","pial8b","pial8c","pial8d","pial8e","pial8f","pial8g","pial8h","pial8i","pial8j","pial8k","act87","act112","pial9a","pial9b","pial9c","pial9d","pial9e","pial9f","pial9g","pial9h","pial9i","pial9j","pial10","pial11a","pial11b","pial11c","pial11d","pial11e","pial11f","pial11g","pial11h","pial12","pial13","ql1a","qc1","hh1","employ","par","sex","age","marital","educ2","hisp","race","inc","income","reg","party","partyln","ideo","tp","weight","standwt"
"626",200815,2,48,3,"S",1,1,1,1,2,2,8,1,2,2,8,2,2,2,2,2,3,5,3,3,3,2,3,2,1,2,2,1,2,2,3,2,2,1,8,2,1,3,2,2,2,2,2,2,1,2,3,3,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,8,NA,1,6,9,2,2,47,1,3,2,5,4,2,3,3,9,3,3,5.89655172413793,1.76294300834163
"627",200821,2,31,2,"R",1,1,1,8,2,2,2,2,2,2,1,2,8,1,2,3,1,3,1,3,3,3,1,3,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,8,NA,1,1,3,2,2,79,5,7,2,1,4,2,1,1,NA,2,1,1,0.298978638841562
"628",200829,2,48,3,"R",1,1,1,1,2,3,2,1,1,2,1,2,1,1,1,3,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,9,1,2,1,1,2,2,2,2,2,1,2,2,8,2,2,2,2,2,2,2,2,2,9,NA,2,2,3,2,1,56,1,5,2,1,4,2,3,2,NA,3,3,2.37931034482759,0.7113629682782
"629",200831,2,20,2,"S",1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,3,3,3,3,2,3,3,3,3,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,1,1,1,2,1,59,3,3,1,1,5,2,1,2,NA,3,3,2.72413793103448,0.814459050637359
"630",200840,2,21,3,"S",1,1,1,8,8,8,8,8,8,8,8,8,8,8,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,1,1,59,1,5,2,1,9,4,1,1,NA,1,1,1.72413793103448,0.515480411795797
"631",200862,2,21,3,"R",1,1,1,8,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,2,2,2,53,1,4,2,1,5,2,1,3,2,4,2,3.79310344827586,1.13405690595075
"632",200863,2,1,3,"U",1,1,2,8,2,2,2,2,2,2,2,2,2,2,2,3,3,5,3,3,3,3,5,5,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,2,3,3,2,2,55,5,6,2,1,1,1,3,2,NA,4,1,2.24137931034483,0.670124535334536
"633",200878,2,48,3,"U",1,1,1,1,2,2,8,1,2,1,1,2,1,2,2,2,2,1,3,2,2,1,3,3,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,3,2,2,2,1,2,2,2,2,2,1,NA,2,2,3,2,1,70,1,5,2,1,4,2,1,1,NA,2,1,3,0.896935916524687
"635",200892,2,48,3,"S",1,1,1,1,8,8,8,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,NA,1,2,1,1,1,47,1,3,2,2,7,4,1,2,NA,4,2,4.58620689655173,1.37117789537682
"636",200893,2,20,2,"U",1,1,2,1,1,2,2,1,1,2,1,2,8,2,1,1,1,1,1,1,1,1,1,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,8,NA,2,2,1,1,1,53,1,5,2,1,5,2,1,1,NA,1,1,5.58620689655173,1.67015653421838
"637",200896,2,48,3,"U",1,1,1,1,8,1,1,1,2,2,1,1,1,2,2,3,1,1,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,2,2,1,1,2,1,NA,2,1,1,2,1,24,6,3,2,1,3,1,3,4,2,8,3,4.44827586206897,1.32993946243316
"638",200897,2,46,2,"R",1,1,1,2,1,2,2,1,2,2,2,2,2,9,2,2,1,1,3,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,1,2,2,65,1,4,2,1,99,9,1,1,NA,3,3,1.75862068965517,0.525790020031713
"639",200899,2,29,2,"S",1,1,1,8,8,3,8,1,8,8,1,2,9,1,1,1,1,1,1,9,1,1,1,9,1,2,2,1,2,1,2,1,2,2,2,2,2,3,2,8,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,NA,2,2,1,1,1,55,1,3,2,1,5,2,3,4,9,4,9,4.37931034482759,1.30932024596132
"640",200901,2,6,4,"U",1,1,1,1,2,2,1,1,8,1,1,8,8,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,3,1,2,3,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,NA,2,1,1,2,2,35,3,5,2,1,4,2,1,3,1,3,1,8,2.3918291107325
"641",200902,2,51,3,"R",1,1,1,8,8,2,8,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,1,1,32,1,6,2,1,6,3,3,1,NA,2,3,2.75862068965517,0.824768658873275
"642",200903,2,24,3,"S",1,1,1,8,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,2,1,1,2,2,2,2,2,2,1,NA,2,4,3,2,2,21,6,4,2,3,8,4,1,2,NA,4,3,8,2.3918291107325
"643",200904,2,48,3,"U",1,1,2,8,8,2,8,2,8,8,2,2,8,1,1,5,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,2,2,3,2,2,59,1,3,2,1,8,4,1,2,NA,4,3,6.13793103448276,1.83511026599304
"644",200909,2,8,4,"R",1,1,1,1,8,3,2,1,2,2,1,8,2,1,2,3,2,2,3,3,3,3,1,8,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,1,1,31,1,6,2,1,7,4,2,3,1,3,3,2.58620689655172,0.773220617693695
"645",200916,2,8,4,"U",1,1,1,2,2,2,2,2,8,2,1,2,2,8,2,2,1,1,3,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,NA,1,3,3,1,2,60,3,5,2,1,5,2,1,3,2,3,3,2.06896551724138,0.618576494154956
"646",200932,2,6,4,"S",1,1,1,1,2,2,1,1,1,8,1,1,2,1,2,1,3,3,3,3,3,1,1,3,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,NA,1,3,1,2,1,23,6,5,2,1,6,3,1,3,1,3,3,2.31034482758621,0.690743751806368
"648",200953,2,6,4,"S",1,1,1,1,2,2,2,1,8,2,1,1,2,1,2,3,1,1,3,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,8,NA,2,4,1,1,2,31,1,6,2,2,6,3,1,2,NA,4,3,3.31034482758621,0.98972239064793
"649",200960,2,6,4,"S",1,1,1,8,8,8,8,1,8,1,1,2,2,8,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,NA,1,5,1,2,1,26,6,3,2,3,99,9,1,2,NA,5,3,5.3448275862069,1.59798927656697
"650",200963,2,6,4,"S",1,1,1,8,2,2,1,2,2,2,1,2,2,1,1,2,1,2,4,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,8,2,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,43,3,3,2,1,2,1,3,3,1,4,3,6.3448275862069,1.89696791540853
"651",200964,2,13,3,"U",1,1,2,1,8,8,8,2,2,1,1,8,8,8,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,9,3,2,1,30,6,8,2,1,2,1,3,3,2,3,2,2.3448275862069,0.701053360042284
"652",200966,2,41,4,"U",1,1,2,8,8,8,2,2,2,2,2,2,2,2,1,2,1,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,2,1,53,1,2,2,1,4,2,1,1,NA,2,1,2.75862068965517,0.824768658873275
"653",200968,2,6,4,"U",1,1,1,8,8,8,8,1,3,8,1,1,3,2,1,3,3,3,3,3,3,3,3,3,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,NA,1,1,2,2,1,30,6,4,2,3,1,1,1,4,9,3,3,3.55172413793104,1.06188964829934
"654",200990,2,41,4,"S",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,1,1,8,8,2,2,2,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,1,1,2,37,4,8,2,1,6,3,1,2,NA,4,3,5.31034482758621,1.58767966833105
"655",201001,2,6,4,"S",1,1,1,1,2,2,8,1,2,2,1,2,2,2,1,3,3,3,3,3,3,3,1,1,8,2,2,2,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,2,2,NA,1,2,1,1,1,62,1,6,2,1,9,4,1,3,1,1,1,1.03448275862069,0.309288247077478
"656",201032,2,36,1,"S",1,1,1,8,2,2,1,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,8,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,NA,1,4,2,2,1,18,6,4,2,1,6,3,1,2,NA,1,3,4.24137931034483,1.26808181301766
"657",201049,2,51,3,"S",1,1,1,8,2,2,2,1,8,2,1,1,8,8,1,3,3,3,3,3,3,2,3,3,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,3,2,1,19,6,3,1,1,3,1,1,1,NA,3,3,6.72413793103448,2.01037360600361
"658",201052,2,51,3,"U",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,1,1,99,1,5,2,9,5,2,3,9,2,4,2,4.03448275862069,1.20622416360216
"659",201065,2,36,1,"S",1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,2,NA,1,6,3,1,2,53,3,2,2,2,3,1,9,2,NA,4,3,5.06896551724138,1.51551241067964
"660",201066,2,26,2,"S",1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,5,3,5,1,1,1,5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,2,1,60,3,5,2,4,4,2,1,2,NA,8,2,1.41379310344828,0.422693937672554
"661",201082,2,36,1,"S",1,1,2,1,1,1,1,1,1,2,1,2,3,1,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,NA,1,2,3,2,2,64,1,4,2,1,6,3,1,2,NA,4,3,2.72413793103448,0.814459050637359
"663",201089,2,37,3,"R",1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,78,1,4,2,1,7,4,1,3,1,2,1,3,0.896935916524687
"664",201103,2,51,3,"S",1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,52,9,3,1,2,3,1,3,3,9,1,3,8,2.3918291107325
"665",201116,2,36,1,"U",1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,3,3,2,3,3,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,8,2,2,2,1,2,1,2,2,2,1,NA,1,3,2,2,2,37,3,2,2,3,1,1,1,2,NA,4,3,8,2.3918291107325
"666",201119,2,26,2,"S",1,1,1,1,8,3,8,1,2,1,1,2,1,1,2,2,2,2,3,2,2,1,1,5,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,2,3,1,2,2,48,1,8,2,1,8,4,1,3,9,3,2,3.41379310344828,1.02065121535568
"667",201149,2,37,3,"U",1,1,1,8,8,2,2,1,2,1,8,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,3,2,1,2,1,2,2,2,2,2,1,NA,2,2,1,2,2,35,6,8,2,1,2,1,1,2,NA,4,3,7.75862068965517,2.31966185308109
"669",201162,2,44,1,"S",1,1,2,8,1,8,8,8,3,1,1,2,2,1,1,3,2,1,3,3,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,1,2,3,2,2,39,1,5,1,1,7,4,3,3,9,3,2,8,2.3918291107325
"671",201168,2,39,2,"U",1,1,1,8,2,2,2,2,2,2,1,2,2,1,1,4,1,2,4,2,2,1,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,NA,2,1,1,1,1,32,4,3,2,2,6,3,1,2,NA,3,3,5.51724137931035,1.64953731774655
"672",201211,2,39,2,"U",1,1,1,1,8,2,1,1,2,1,1,1,1,1,2,3,1,1,1,3,3,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,3,2,1,19,6,4,2,2,5,2,3,2,NA,3,3,4.27586206896552,1.27839142125358
"673",201214,2,12,3,"U",1,1,1,8,2,2,8,2,2,2,1,2,2,2,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,NA,1,2,3,2,2,60,1,8,2,1,6,3,1,3,1,3,1,1.68965517241379,0.505170803559881
"674",201216,2,37,3,"S",1,1,2,8,8,8,2,1,2,2,1,2,8,8,1,3,3,2,3,3,3,1,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,1,1,40,1,6,2,1,6,3,1,1,NA,2,1,2.55172413793103,0.76291100945778
"675",201217,2,12,3,"S",1,1,1,8,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,NA,1,3,2,2,1,99,1,8,2,1,8,4,1,3,2,3,2,1.55172413793103,0.463932370616217
"676",201235,2,13,3,"R",1,1,1,8,8,8,8,1,8,1,1,1,8,8,1,1,2,1,1,2,1,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,8,2,8,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,NA,1,2,1,2,1,37,2,3,2,1,1,1,3,3,9,9,4,3.31034482758621,0.98972239064793
"677",201239,2,21,3,"R",1,1,1,2,8,3,2,3,2,2,2,2,2,2,2,3,3,3,2,3,3,1,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,1,3,2,1,92,5,8,2,1,5,2,1,2,NA,3,2,2.17241379310345,0.649505318862704
"678",201256,2,36,1,"S",1,1,1,8,8,2,2,8,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,NA,2,1,3,2,1,20,6,3,2,4,9,4,1,1,NA,3,3,4.24137931034483,1.26808181301766
"680",201270,2,17,2,"U",1,1,2,8,8,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,1,NA,2,1,2,2,1,53,2,3,2,2,3,1,1,2,NA,1,3,6.41379310344828,1.91758713188036
"681",201271,2,34,1,"S",1,1,1,2,2,2,2,1,2,2,1,2,8,2,1,3,3,2,3,3,3,3,3,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,NA,2,6,1,2,1,28,6,6,2,3,7,4,3,2,NA,5,2,5.03448275862069,1.50520280244373
"682",201273,2,25,1,"S",1,1,1,1,2,3,2,1,1,1,1,1,1,1,2,1,3,3,3,2,3,2,2,1,1,2,1,1,1,1,2,2,1,1,2,8,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,3,2,2,2,22,6,6,2,1,3,1,1,3,1,4,3,5.58620689655173,1.67015653421838
"683",201280,2,37,3,"S",1,1,1,2,2,2,8,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,NA,1,5,1,1,1,43,2,2,2,1,2,1,3,1,NA,3,3,4.58620689655173,1.37117789537682
"684",201285,2,48,3,"S",1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,8,2,2,2,2,2,1,NA,2,2,1,2,1,64,1,5,2,1,8,4,1,3,9,3,2,4.03448275862069,1.20622416360216
"685",201301,2,48,3,"R",1,1,2,1,8,1,2,2,8,8,1,1,1,8,2,3,3,3,3,3,3,3,3,3,1,8,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,2,1,1,2,1,60,3,6,2,1,5,2,1,3,1,2,9,1.68965517241379,0.505170803559881
"686",201306,2,21,3,"U",1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,3,2,3,3,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,1,1,2,8,1,NA,2,2,2,2,2,28,2,4,2,1,4,2,1,1,NA,2,1,8,2.3918291107325
"687",201346,2,40,3,"S",1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,3,1,3,3,3,3,3,3,3,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,1,25,1,6,2,5,3,1,1,3,2,4,3,2.93103448275862,0.876316700052855
"688",201359,2,24,3,"S",1,1,1,8,1,1,8,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,NA,1,3,1,1,2,50,1,8,2,4,8,4,1,2,NA,3,2,4.37931034482759,1.30932024596132
"690",201376,2,31,2,"R",1,1,2,1,1,1,2,1,1,3,1,2,1,1,2,3,1,5,3,3,3,3,1,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,NA,1,3,2,2,2,66,1,5,2,1,3,1,1,1,NA,1,1,1.41379310344828,0.422693937672554
"691",201383,2,17,2,"R",1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,3,1,1,2,37,1,5,2,1,6,3,3,3,9,8,3,7.17241379310345,2.14439851307052
"692",201406,2,53,4,"S",1,1,1,1,2,2,1,1,1,1,1,8,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,8,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,NA,2,2,3,2,2,20,1,4,2,1,4,2,3,1,NA,2,8,6.48275862068966,1.9382063483522
"693",201408,2,29,2,"U",1,1,1,2,2,2,2,3,8,1,1,2,8,1,1,2,1,3,3,3,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,2,1,2,2,3,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,9,NA,2,2,3,2,1,70,1,8,2,1,5,2,1,1,NA,2,1,2.96551724137931,0.886626308288771
"694",201411,2,12,3,"U",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,2,1,NA,1,2,1,2,1,65,1,3,2,1,4,2,1,1,NA,1,1,3.55172413793104,1.06188964829934
